Medicaid Purchasing Administration ,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,
"Effective January 1, 2011",,,,,,,,
"Fee Schedule Updated March 30, 2012",,,,,,,,
Link to Legend,,,,,,,,
Code Status Indicator,Code,Mod,NFS Maximum Allowable ,FS Maximum Allowable ,PA Required,Global Days,Assist at surgery,Comments
,17281,  ,100.04,72.47,,010,N,
,17282,  ,115.82,84.03,,010,N,
,17283,  ,140.05,104.93,,010,N,
,17284,  ,162.72,124.93,,010,N,
,17286,  ,206.07,167.61,,010,N,
,17311,,385.25,223.86,,000,N,
,17312,,229.86,118.93,,000,N,
,17313,,351.46,200.74,,000,N,
,17314,,212.96,110.26,,000,N,
,17315,,46.24,31.12, ,000,N,
,17340,  ,28.23,27.12,,010,N,
,17360,  ,#,#,,010,N,
,17380,  ,#,#,,000,N,
,17999,  ,B.R.,B.R.,,000,N,
,19000,  ,63.13,26.45,,000,N,
,19001,  ,15.78,13.34,,000,N,
,19020,  ,247.20,164.72,,090,N,
,19030,  ,95.37,47.79,,000,N,
,19100,  ,79.58,40.01,,000,N,
,19101,  ,182.29,122.93,,010,N,
,19102,  ,125.60,62.69,,000,N,
,19103,  ,317.89,115.60,,000,N,
,19105,,#,#,,000,N,
,19110,  ,256.76,185.62,,090,N,
,19112,  ,240.75,167.61,,090,N,
,19120,  ,264.54,226.30,,090,N,
,19125,  ,293.66,251.87,,090,N,
,19126,  ,92.48,92.48,,000,N,
,19260,  ,687.13,687.13,,090,Y,
,19271,  ,935.66,935.66,,090,Y,
,19272,  ,"1,035.70","1,035.70",,090,Y,
,19290,  ,93.37,39.79,,000,N,
,19291,  ,40.01,19.56,,000,N,
,19295,  ,51.80,51.80,,000,N,
,19296,  ,"2,224.56",120.49,,000,N,
,19297,  ,54.46,54.46,,000,N,
,19298,  ,729.59,194.96,,000,N,
,19300,,281.21,221.19,EPA,090,N,
L,19301,,357.90,357.90,,090,N,
L,19302,,497.29,497.29,,090,Y,
L,19303,,554.64,554.64,,090,Y,
L,19304,,313.67,313.67,,090,Y,
,19305,,628.00,628.00,,090,Y,
,19306,,659.79,659.79,,090,Y,
,19307,,661.79,661.79,,090,Y,
L,19316,  ,439.49,439.49,,090,Y,
,19318,  ,637.33,637.33,EPA,090,Y,
,19324,  ,#,#,,090,N,
,19325,  ,#,#,,090,N,
L,19328,  ,278.32,278.32,,090,N,
L,19330,  ,356.12,356.12,,090,N,
L,19340,  ,457.27,457.27,,090,N,
L,19342,  ,523.96,523.96,,090,N,
L,19350,  ,471.94,383.25,,090,N,
,19355,  ,399.03,323.22,,090,N,
L,19357,  ,886.09,886.09,,090,Y,
L,19361,  ,954.33,954.33,,090,Y,
L,19364,  ,"1,594.34","1,594.34",,090,Y,
L,19366,  ,788.72,788.72,,090,Y,
L,19367,  ,"1,032.36","1,032.36",,090,Y,
L,19368,  ,"1,276.22","1,276.22",,090,Y,
L,19369,  ,"1,175.52","1,175.52",,090,Y,
L,19370,  ,387.91,387.91,,090,N,
L,19371,  ,444.60,444.60,,090,N,
L,19380,  ,437.26,437.26,,090,N,
,19396,  ,130.71,76.25,,000,N,
,19499,  ,B.R.,B.R.,,090,N,
D,20000,  ,,,,,,
,20005,  ,171.17,135.16,,010,N,
,20100,  ,342.12,342.12,,010,Y,
,20101,  ,220.52,115.60,,010,N,
,20102,  ,261.65,143.38,,010,N,
,20103,  ,316.11,200.29,,010,N,
,20150,  ,544.86,544.86,,090,Y,
,20200,  ,107.82,53.35,,000,N,
,20205,  ,148.94,86.03,,000,N,
,20206,  ,144.05,36.46,,000,N,
,20220,  ,97.59,45.13,,000,N,
,20225,  ,364.79,68.25,,000,N,
,20240,  ,129.38,129.38,,010,N,
,20245,  ,358.13,358.13,,010,N,
,20250,  ,213.19,213.19,,010,N,
,20251,  ,234.75,234.75,,010,Y,
,20500,  ,64.24,52.69,,010,N,
,20501,  ,72.25,23.79,,000,N,
,20520,  ,108.04,81.58,,010,N,
,20525,  ,260.76,140.94,,010,N,
,20526,  ,42.24,32.90,,000,N,
,20550,  ,32.46,24.01,,000,Y,
,20551,  ,32.68,24.68,,000,N,
,20552,  ,30.01,21.34,,000,N,
,20553,  ,34.01,23.79,,000,N,
,20555,,196.96,196.96,,000,N,
,20600,  ,30.68,22.67,,000,N,
,20605,  ,33.12,23.79,,000,N,
,20610,  ,43.57,28.68,,000,N,
,20612,  ,32.90,24.45,,000,N,
,20615,  ,122.04,90.92,,010,N,
,20650,  ,110.26,88.03,,010,N,
,20660,  ,138.94,138.94,,000,N,
,20661,  ,268.54,268.54,,090,N,
,20662,  ,261.42,261.42,,090,N,
,20663,  ,254.76,254.76,,090,N,
,20664,  ,454.83,454.83,,090,N,
,20665,  ,66.25,55.80,,010,N,
,20670,  ,217.19,84.25,,010,N,
,20680,  ,337.90,239.86,,090,N,
,20690,  ,323.45,323.45,,090,N,
,20692,  ,606.88,606.88,,090,Y,
,20693,  ,258.98,258.98,,090,N,
,20694,  ,236.97,190.29,,090,N,
,20696,,594.65,594.65,,090,Y,
,20697,,782.27,782.27,,000,Y,
,20802,  ,"1,379.59","1,379.59",,090,Y,
,20805,  ,"1,798.63","1,798.63",,090,Y,
,20808,  ,"2,386.61","2,386.61",,090,Y,
,20816,  ,"1,246.44","1,246.44",,090,Y,
,20822,  ,"1,078.82","1,078.82",,090,Y,
,20824,  ,"1,268.22","1,268.22",,090,Y,
,20827,  ,"1,125.73","1,125.73",,090,Y,
,20838,  ,"1,433.84","1,433.84",,090,Y,
,20900,  ,229.64,138.72,,000,Y,
,20902,  ,192.96,192.96,,000,Y,
,20910,  ,243.42,243.42,,090,N,
,20912,  ,278.32,278.32,,090,N,
,20920,  ,231.19,231.19,,090,N,
,20922,  ,345.23,286.77,,090,Y,
,20924,  ,285.88,285.88,,090,Y,
,20926,  ,249.20,249.20,,090,N,
,20930,  ,Bundled,Bundled,,000,N,
,20931,  ,64.47,64.47,,000,N,
,20936,  ,Bundled,Bundled,,000,N,
,20937,  ,98.03,98.03,,000,Y,
,20938,  ,106.70,106.70,,000,Y,
,20950,  ,136.49,51.57,,000,N,
,20955,  ,"1,470.29","1,470.29",,090,Y,
,20956,  ,"1,518.09","1,518.09",,090,Y,
,20957,  ,"1,481.41","1,481.41",,090,Y,
,20962,  ,"1,493.86","1,493.86",,090,Y,
,20969,  ,"1,632.35","1,632.35",,090,Y,
,20970,  ,"1,636.57","1,636.57",,090,Y,
,20972,  ,"1,408.49","1,408.49",,090,Y,
,20973,  ,"1,509.64","1,509.64",,090,Y,
,20974,  ,37.79,27.12,PA,000,N,
,20975,  ,100.92,100.92,PA,000,Y,
,20979,  ,29.57,20.01,PA,000,N,
,20982,  ,"2,071.61",$233.64,,000,N,
,20985,,#,#,,000,N,
,20999,  ,B.R.,B.R.,,090,N,
,21010,  ,422.81,422.81,,090,N,
,21011,,186.73,145.83,,090,Y,
,21012,,199.18,199.18,,090,Y,
,21013,,289.66,234.08,,090,Y,
,21014,,307.44,307.44,,090,Y,
,21015,  ,362.79,362.79,,090,N,
,21016,,614.88,614.88,,090,Y,
,21025,  ,499.51,425.93,,090,N,
,21026,  ,337.01,278.54,,090,N,
,21029,  ,429.48,363.91,,090,N,
,21030,  ,281.43,231.41,,090,N,
,21031,  ,212.52,162.28,PA,090,N,
,21032,  ,216.08,160.50,PA,090,N,
,21034,  ,756.49,673.57,,090,Y,
,21040,  ,283.88,230.53,,090,N,
,21044,  ,507.96,507.96,,090,Y,
P,21045,  ,708.25,708.25,PA,090,Y,
,21046,  ,619.99,619.99,,090,N,
,21047,  ,748.48,748.48,,090,Y,
,21048,  ,631.55,631.55,,090,N,
,21049,  ,724.92,724.92,,090,Y,
,21050,  ,499.29,499.29,PA,090,N,
,21060,  ,462.38,462.38,PA,090,Y,
,21070,  ,362.57,362.57,PA,090,N,
,21073,,210.07,141.83,,090,N,
,21076,  ,541.75,472.17,PA,010,N,
P,21077,  ,"1,338.69","1,199.09",PA,090,N,
,21079,  ,916.10,793.17,,090,N,
,21080,  ,"1,037.03",888.09,,090,N,
,21081,  ,950.11,812.06,PA,090,N,
,21082,  ,885.64,752.71,,090,N,
,21083,  ,828.96,684.91,,090,N,
,21084,  ,973.23,814.28,,090,N,
,21085,  ,414.14,347.01,,010,N,
,21086,  ,972.78,875.42,,090,N,
,21087,  ,971.90,874.75,,090,N,
,21088,  ,B.R.,B.R.,,090,N,
,21089,  ,B.R.,B.R.,,090,N,
,21100,  ,401.03,226.97,,090,N,
,21110,  ,426.37,362.35,,090,N,
,21116,  ,84.92,25.34,,000,N,
,21120,  ,355.68,286.54,PA,090,N,
,21121,  ,427.71,363.24,PA,090,Y,
,21122,  ,390.14,390.14,PA,090,Y,
,21123,  ,483.95,483.95,,090,Y,
,21125,  ,"1,777.07",446.38,PA,090,Y,
,21127,  ,"2,061.61",490.17,,090,Y,
,21137,  ,419.04,419.04,,090,Y,
,21138,  ,509.96,509.96,,090,Y,
,21139,  ,558.20,558.20,,090,Y,
,21141,  ,782.72,782.72,PA,090,Y,
,21142,  ,787.39,787.39,PA,090,Y,
,21143,  ,810.51,810.51,PA,090,Y,
,21145,  ,877.42,877.42,PA,090,Y,
,21146,  ,968.56,968.56,PA,090,Y,
,21147,  ,971.67,971.67,PA,090,Y,
,21150,  ,930.55,930.55,PA,090,Y,
,21151,  ,"1,155.07","1,155.07",PA,090,Y,
,21154,  ,"1,183.97","1,183.97",PA,090,Y,
,21155,  ,"1,278.00","1,278.00",PA,090,Y,
,21159,  ,"1,555.43","1,555.43",PA,090,Y,
,21160,  ,"1,604.12","1,604.12",PA,090,Y,
,21172,  ,"1,023.69","1,023.69",,090,Y,
,21175,  ,"1,299.34","1,299.34",,090,Y,
,21179,  ,846.52,846.52,,090,Y,
,21180,  ,937.44,937.44,,090,Y,
,21181,  ,397.25,397.25,,090,N,
,21182,  ,"1,164.85","1,164.85",,090,Y,
,21183,  ,"1,328.46","1,328.46",,090,Y,
,21184,  ,"1,398.04","1,398.04",,090,Y,
,21188,  ,953.89,953.89,,090,Y,
,21193,  ,708.91,708.91,PA,090,Y,
,21194,  ,812.73,812.73,PA,090,Y,
,21195,  ,773.16,773.16,PA,090,Y,
,21196,  ,839.18,839.18,PA,090,Y,
P/L,21198,  ,662.23,662.23,PA,090,Y,
L,21199,  ,594.21,594.21,,090,Y,
,21206,  ,676.46,676.46,PA,090,Y,
,21208,  ,"1,004.80",484.39,PA,090,N,
,21209,  ,477.95,376.35,PA,090,Y,
,21210,  ,"1,183.53",477.28,PA,090,N,
,21215,  ,"2,038.94",504.62,PA,090,N,
,21230,  ,447.27,447.27,PA,090,N,
,21235,  ,412.81,327.45,,090,N,
,21240,  ,629.33,629.33,PA,090,Y,
,21242,  ,579.54,579.54,PA,090,Y,
,21243,  ,957.67,957.67,PA,090,Y,
,21244,  ,603.99,603.99,PA,090,Y,
,21245,  ,644.67,524.63,PA,090,Y,
,21246,  ,485.73,485.73,PA,090,Y,
,21247,  ,934.55,934.55,PA,090,Y,
,21248,  ,607.55,503.73,PA,090,N,
,21249,  ,836.29,711.36,PA,090,N,
,21255,  ,805.17,805.17,PA,090,Y,
,21256,  ,680.24,680.24,,090,Y,
,21260,  ,729.59,729.59,,090,Y,
,21261,  ,"1,309.79","1,309.79",,090,Y,
,21263,  ,"1,128.17","1,128.17",,090,Y,
,21267,  ,909.43,909.43,,090,Y,
,21268,  ,"1,135.73","1,135.73",,090,Y,
,21270,  ,527.74,411.48,,090,Y,
,21275,  ,471.50,471.50,,090,Y,
,21280,  ,315.22,315.22,,090,N,
,21282,  ,207.63,207.63,,090,N,
,21295,  ,101.81,101.81,PA,090,N,
,21296,  ,245.20,245.20,PA,090,N,
,21299,  ,B.R.,B.R.,,090,N,
,21310,  ,61.13,16.89,,000,N,
,21315,  ,148.94,85.59,,010,N,
,21320,  ,141.61,78.47,,010,N,
,21325,  ,267.87,267.87,,090,N,
,21330,  ,323.89,323.89,,090,N,
,21335,  ,421.04,421.04,,090,N,
,21336,  ,367.24,367.24,,090,N,
,21337,  ,223.19,165.39,,090,N,
,21338,  ,419.04,419.04,,090,N,
,21339,  ,469.72,469.72,,090,Y,
,21340,  ,454.60,454.60,,090,N,
,21343,  ,671.79,671.79,,090,Y,
,21344,  ,914.76,914.76,,090,Y,
,21345,  ,453.05,372.57,,090,N,
,21346,  ,537.30,537.30,,090,N,
,21347,  ,616.22,616.22,,090,Y,
,21348,  ,648.23,648.23,,090,Y,
,21355,  ,247.86,187.18,,010,N,
,21356,  ,277.88,214.52,,010,N,
,21360,  ,302.77,302.77,,090,Y,
,21365,  ,639.11,639.11,,090,Y,
,21366,  ,711.80,711.80,,090,Y,
,21385,  ,403.70,403.70,,090,Y,
,21386,  ,382.36,382.36,,090,Y,
,21387,  ,427.93,427.93,,090,Y,
,21390,  ,449.71,449.71,,090,Y,
,21395,  ,545.52,545.52,,090,Y,
,21400,  ,101.37,83.81,,090,N,
,21401,  ,266.32,170.28,,090,Y,
,21406,  ,305.22,305.22,,090,Y,
,21407,  ,369.02,369.02,,090,Y,
,21408,  ,509.29,509.29,,090,Y,
,21421,  ,421.70,359.01,,090,N,
,21422,  ,379.69,379.69,,090,Y,
,21423,  ,457.05,457.05,,090,Y,
,21431,  ,430.37,430.37,,090,Y,
,21432,  ,384.13,384.13,,090,Y,
,21433,  ,976.34,976.34,,090,Y,
,21435,  ,761.38,761.38,,090,Y,
,21436,  ,"1,159.29","1,159.29",,090,Y,
,21440,  ,304.77,253.20,,090,N,
,21445,  ,422.59,348.79,,090,Y,
,21450,  ,317.89,264.54,,090,N,
,21451,  ,411.92,350.57,,090,N,
,21452,  ,329.89,189.40,,090,N,
,21453,  ,482.39,425.93,,090,N,
,21454,  ,317.00,317.00,,090,N,
,21461,  ,"1,097.50",523.74,,090,N,
,21462,  ,"1,175.74",575.98,,090,Y,
,21465,  ,531.07,531.07,,090,Y,
,21470,  ,686.68,686.68,,090,Y,
,21480,  ,50.91,18.90,,000,N,
,21485,  ,371.91,316.78,,090,N,
,21490,  ,529.07,529.07,,090,Y,
,21495,  ,394.80,394.80,,090,Y,
,21497,  ,375.24,321.00,,090,N,
,21499,  ,B.R.,B.R.,,090,N,
,21501,  ,248.75,181.62,,090,N,
,21502,  ,300.99,300.99,,090,Y,
,21510,  ,263.87,263.87,,090,N,
,21550,  ,143.83,90.92,,010,N,
,21552,,264.31,264.31,,090,Y,
,21554,,433.71,433.71,,090,Y,
,21555,  ,229.86,176.06,,090,N,
,21556,  ,289.88,289.88,,090,N,
,21557,  ,495.73,495.73,,090,Y,
,21558,,813.40,813.40,,090,Y,
,21600,  ,318.33,318.33,,090,Y,
,21610,  ,634.67,634.67,,090,Y,
,21615,  ,387.69,387.69,,090,Y,
,21616,  ,481.95,481.95,,090,Y,
,21620,  ,300.11,300.11,,090,Y,
,21627,  ,315.67,315.67,,090,Y,
,21630,  ,729.14,729.14,,090,Y,
,21632,  ,728.03,728.03,,090,Y,
L,21685,  ,580.65,580.65,PA,090,Y,
,21700,  ,244.75,244.75,,090,Y,
,21705,  ,363.02,363.02,,090,Y,
,21720,  ,245.42,245.42,,090,Y,
,21725,  ,301.22,301.22,,090,Y,
,21740,  ,616.44,616.44,,090,Y,
,21742,  ,B.R.,B.R.,,090,Y,
,21743,  ,B.R.,B.R.,,090,Y,
,21750,  ,413.92,413.92,,090,Y,
,21800,  ,56.46,57.58,,090,N,
,21805,  ,148.50,148.50,,090,N,
,21810,  ,288.32,288.32,,090,Y,
,21820,  ,74.92,76.03,,090,N,
,21825,  ,326.34,326.34,,090,Y,
,21899,  ,B.R.,B.R.,,090,N,
,21920,  ,144.50,92.25,,010,N,
,21925,  ,238.53,193.40,,090,N,
,21930,  ,259.87,207.85,,090,N,
,21931,,276.10,276.10,,090,Y,
,21932,,396.36,396.36,,090,Y,
,21933,,436.60,436.60,,090,Y,
,21935,  ,594.43,594.43,,090,N,
,21936,,845.85,845.85,,090,Y,
,22010,  ,524.41,524.41,,090,N,
,22015,  ,519.74,519.74,,090,N,
,22100,  ,479.50,479.50,,090,Y,
,22101,  ,486.61,486.61,,090,Y,
,22102,  ,462.61,462.61,,090,Y,
,22103,  ,82.92,82.92,,000,Y,
,22110,  ,590.43,590.43,,090,Y,
,22112,  ,585.54,585.54,,090,Y,
,22114,  ,564.20,564.20,,090,Y,
,22116,  ,81.36,81.36,,000,Y,
,22206,,"1,348.03","1,348.03",,090,Y,
,22207,,"1,355.36","1,355.36",,090,Y,
,22208,,337.90,337.90,,000,Y,
,22210,  ,995.46,995.46,,090,Y,
,22212,  ,828.96,828.96,,090,Y,
,22214,  ,834.96,834.96,,090,Y,
,22216,  ,212.52,212.52,,000,Y,
,22220,  ,902.32,902.32,,090,Y,
,22222,  ,831.85,831.85,,090,Y,
,22224,  ,891.87,891.87,,090,Y,
,22226,  ,212.52,212.52,,000,Y,
,22305,  ,103.81,95.59,,090,N,
,22310,  ,166.50,155.61,,090,N,
,22315,  ,483.95,429.48,,090,N,
,22318,  ,906.98,906.98,,090,Y,
,22319,  ,"1,002.57","1,002.57",,090,Y,
,22325,  ,799.17,799.17,,090,Y,
,22326,  ,828.07,828.07,,090,Y,
,22327,  ,823.84,823.84,,090,Y,
,22328,  ,163.39,163.39,,000,Y,
,22505,  ,67.36,67.36,,010,N,
,22520,  ,#,#,,010,N,
,22521,  ,#,#,,010,N,
,22522,  ,#,#,,000,N,
,22523,  ,#,#,,010,N,
,22524,  ,#,#,,010,N,
,22525,  ,#,#,,000,N,
,22526,,"1,132.62",190.07,PA,010,N,
,22527,,895.42,85.81,PA,000,N,
,22532,  ,"1,002.13","1,002.13",,090,Y,
,22533,  ,951.44,951.44,,090,Y,
,22534,  ,211.19,211.19,,000,Y,
,22548,  ,"1,071.49","1,071.49",,090,Y,
N/R,22551,,"1,085.94","1,085.94",,090,Y,
N/R,22552,,252.76,252.76,,000,Y,
,22554,  ,716.92,716.92,,090,Y,
,22556,  ,944.33,944.33,,090,Y,
,22558,  ,876.97,876.97,,090,Y,
,22585,  ,195.18,195.18,,000,Y,
,22590,  ,877.20,877.20,,090,Y,
,22595,  ,834.51,834.51,,090,Y,
,22600,  ,714.03,714.03,,090,Y,
,22610,  ,702.25,702.25,,090,Y,
,22612,  ,904.76,904.76,,090,Y,
,22614,  ,227.64,227.64,,000,Y,
,22630,  ,869.19,869.19,,090,Y,
,22632,  ,185.40,185.40,,000,Y,
,22800,  ,767.60,767.60,,090,Y,
,22802,  ,"1,207.31","1,207.31",,090,Y,
,22804,  ,"1,393.15","1,393.15",,090,Y,
,22808,  ,"1,042.36","1,042.36",,090,Y,
,22810,  ,"1,166.41","1,166.41",,090,Y,
,22812,  ,"1,264.66","1,264.66",,090,Y,
,22818,  ,"1,251.77","1,251.77",,090,Y,
,22819,  ,"1,514.97","1,514.97",,090,Y,
,22830,  ,456.16,456.16,,090,Y,
,22840,  ,443.71,443.71,,000,Y,
,22841,  ,Bundled,Bundled,,000,N,
,22842,  ,444.82,444.82,,000,Y,
,22843,  ,473.05,473.05,,000,Y,
,22844,  ,576.65,576.65,,000,Y,
,22845,  ,425.26,425.26,,000,Y,
,22846,  ,441.49,441.49,,000,Y,
,22847,  ,499.06,499.06,,000,Y,
,22848,  ,210.74,210.74,,000,Y,
,22849,  ,739.15,739.15,,090,Y,
,22850,  ,404.36,404.36,,090,Y,
,22851,  ,237.19,237.19,,000,Y,
,22852,  ,386.58,386.58,,090,Y,
,22855,  ,628.44,628.44,,090,Y,
,22856,,934.33,934.33,PA,090,Y,
,22857,,978.34,978.34,PA,090,Y,
,22861,,"1,077.93","1,077.93",PA,090,Y,
,22862,,"1,118.39","1,118.39",PA,090,Y,
,22864,,956.56,956.56,,090,Y,
,22865,,"1,196.20","1,196.20",PA,090,Y,
,22899,  ,B.R.,B.R.,,090,Y,
,22900,  ,295.88,295.88,,090,Y,
,22901,,389.91,389.91,,090,Y,
,22902,,249.20,198.51,,090,Y,
,22903,,258.76,258.76,,090,Y,
,22904,,609.32,609.32,,090,Y,
,22905,,790.05,790.05,,090,Y,
,22999,  ,B.R.,B.R.,,090,N,
,23000,  ,300.33,203.18,,090,Y,
,23020,  ,389.47,389.47,,090,Y,
,23030,  ,235.86,144.27,,010,N,
,23031,  ,215.41,119.60,,010,N,
,23035,  ,386.58,386.58,,090,Y,
,23040,  ,405.92,405.92,,090,Y,
,23044,  ,323.00,323.00,,090,N,
,23065,  ,120.71,95.59,,010,N,
,23066,  ,286.10,192.96,,090,N,
,23071,,245.64,245.64,,090,Y,
,23073,,406.36,406.36,,090,Y,
,23075,  ,205.41,154.94,,090,N,
,23076,  ,307.00,307.00,,090,N,
,23077,  ,664.90,664.90,,090,Y,
,23078,,822.07,822.07,,090,Y,
,23100,  ,275.87,275.87,,090,Y,
,23101,  ,252.09,252.09,,090,N,
,23105,  ,358.79,358.79,,090,Y,
,23106,  ,270.76,270.76,,090,N,
,23107,  ,372.35,372.35,,090,Y,
,23120,  ,325.22,325.22,,090,Y,
,23125,  ,396.81,396.81,,090,Y,
,23130,  ,340.34,340.34,,090,N,
,23140,  ,291.66,291.66,,090,N,
,23145,  ,390.58,390.58,,090,Y,
,23146,  ,341.01,341.01,,090,N,
,23150,  ,371.02,371.02,,090,Y,
,23155,  ,446.60,446.60,,090,Y,
,23156,  ,379.91,379.91,,090,Y,
,23170,  ,303.22,303.22,,090,N,
,23172,  ,311.44,311.44,,090,Y,
,23174,  ,425.48,425.48,,090,Y,
,23180,  ,384.80,384.80,,090,N,
,23182,  ,373.69,373.69,,090,Y,
,23184,  ,419.04,419.04,,090,Y,
,23190,  ,316.11,316.11,,090,Y,
,23195,  ,424.82,424.82,,090,Y,
,23200,  ,777.61,777.61,,090,Y,
,23210,  ,908.32,908.32,,090,Y,
,23220,  ,"1,008.13","1,008.13",,090,Y,
,23330,  ,126.93,84.70,,010,N,
,23331,  ,331.23,331.23,,090,N,
,23332,  ,500.84,500.84,,090,Y,
,23350,  ,86.92,31.34,,000,N,
,23395,  ,732.26,732.26,,090,Y,
,23397,  ,652.01,652.01,,090,Y,
,23400,  ,552.86,552.86,,090,Y,
,23405,  ,355.90,355.90,,090,Y,
,23406,  ,443.49,443.49,,090,Y,
,23410,  ,468.16,468.16,,090,Y,
,23412,  ,487.95,487.95,,090,Y,
,23415,  ,391.47,391.47,,090,N,
,23420,  ,552.42,552.42,,090,Y,
,23430,  ,417.92,417.92,,090,Y,
,23440,  ,430.37,430.37,,090,Y,
,23450,  ,539.97,539.97,,090,Y,
,23455,  ,574.65,574.65,,090,Y,
,23460,  ,623.11,623.11,,090,Y,
,23462,  ,611.99,611.99,,090,Y,
,23465,  ,637.33,637.33,,090,Y,
,23466,  ,636.44,636.44,,090,Y,
,23470,  ,693.58,693.58,,090,Y,
,23472,  ,860.30,860.30,,090,Y,
,23480,  ,464.83,464.83,,090,N,
,23485,  ,547.97,547.97,,090,Y,
,23490,  ,484.39,484.39,,090,Y,
,23491,  ,577.76,577.76,,090,Y,
,23500,  ,117.15,116.93,,090,N,
,23505,  ,190.29,180.51,,090,N,
,23515,  ,404.14,404.14,,090,Y,
,23520,  ,121.60,122.49,,090,N,
,23525,  ,193.85,181.40,,090,N,
,23530,  ,308.55,308.55,,090,Y,
,23532,  ,349.46,349.46,,090,Y,
,23540,  ,119.82,119.15,,090,N,
,23545,  ,174.28,160.50,,090,N,
,23550,  ,322.11,322.11,,090,Y,
,23552,  ,371.02,371.02,,090,Y,
,23570,  ,124.27,126.49,,090,N,
,23575,  ,213.85,201.63,,090,N,
,23585,  ,551.30,551.30,,090,Y,
,23600,  ,174.06,162.06,,090,N,
,23605,  ,254.53,234.97,,090,N,
,23615,  ,499.29,499.29,,090,Y,
,23616,  ,719.59,719.59,,090,Y,
,23620,  ,143.61,136.05,,090,N,
,23625,  ,206.96,194.51,,090,N,
,23630,  ,433.49,433.49,,090,Y,
,23650,  ,164.06,150.94,,090,N,
,23655,  ,215.19,215.19,,090,N,
,23660,  ,327.00,327.00,,090,Y,
,23665,  ,231.19,217.41,,090,N,
,23670,  ,487.73,487.73,,090,Y,
,23675,  ,299.88,276.99,,090,N,
,23680,  ,521.52,521.52,,090,Y,
,23700,  ,109.37,109.37,,010,N,
,23800,  ,583.54,583.54,,090,Y,
,23802,  ,717.81,717.81,,090,Y,
,23900,  ,765.82,765.82,,090,Y,
,23920,  ,621.77,621.77,,090,Y,
,23921,  ,231.41,231.41,,090,N,
,23929,  ,B.R.,B.R.,,090,Y,
,23930,  ,196.29,122.49,,010,N,
,23931,  ,152.94,88.25,,010,N,
,23935,  ,279.21,279.21,,090,N,
,24000,  ,265.87,265.87,,090,N,
,24006,  ,401.47,401.47,,090,Y,
,24065,  ,141.38,95.37,,010,N,
,24066,  ,328.56,226.30,,090,N,
,24071,,238.75,238.75,,090,Y,
,24073,,408.81,408.81,,090,Y,
,24075,  ,268.54,182.95,,090,N,
,24076,  ,295.44,295.44,,090,N,
,24077,  ,564.64,564.64,,090,N,
,24079,,758.04,758.04,,090,Y,
,24100,  ,228.08,228.08,,090,Y,
,24101,  ,279.21,279.21,,090,Y,
,24102,  ,345.90,345.90,,090,Y,
,24105,  ,189.62,189.62,,090,N,
,24110,  ,327.67,327.67,,090,N,
,24115,  ,406.14,406.14,,090,Y,
,24116,  ,488.39,488.39,,090,Y,
,24120,  ,293.66,293.66,,090,N,
,24125,  ,344.12,344.12,,090,Y,
,24126,  ,363.46,363.46,,090,Y,
,24130,  ,283.43,283.43,,090,N,
,24134,  ,424.15,424.15,,090,Y,
,24136,  ,340.56,340.56,,090,N,
,24138,  ,374.58,374.58,,090,Y,
,24140,  ,402.81,402.81,,090,Y,
,24145,  ,338.12,338.12,,090,N,
,24147,  ,351.90,351.90,,090,N,
,24149,  ,659.12,659.12,,090,Y,
,24150,  ,814.73,814.73,,090,Y,
,24152,  ,686.02,686.02,,090,Y,
,24155,  ,481.72,481.72,,090,Y,
,24160,  ,339.90,339.90,,090,N,
,24164,  ,278.54,278.54,,090,N,
,24200,  ,110.48,77.36,,010,N,
,24201,  ,305.44,205.18,,090,N,
,24220,  ,95.81,41.57,,000,N,
,24300,  ,221.41,221.41,,090,N,
,24301,  ,425.48,425.48,,090,Y,
,24305,  ,325.45,325.45,,090,N,
,24310,  ,267.20,267.20,,090,N,
,24320,  ,439.26,439.26,,090,Y,
,24330,  ,404.59,404.59,,090,Y,
,24331,  ,446.60,446.60,,090,Y,
,24332,  ,341.68,341.68,,090,N,
,24340,  ,344.79,344.79,,090,Y,
,24341,  ,414.14,414.14,,090,Y,
,24342,  ,442.15,442.15,,090,Y,
,24343,  ,396.58,396.58,,090,Y,
,24344,  ,619.11,619.11,,090,Y,
,24345,  ,393.92,393.92,,090,Y,
,24346,  ,620.44,620.44,,090,Y,
,24357,,248.98,248.98,,090,N,
,24358,,292.77,292.77,,090,N,
,24359,,368.80,368.80,,090,N,
,24360,  ,510.40,510.40,,090,Y,
,24361,  ,573.76,573.76,,090,Y,
,24362,  ,603.32,603.32,,090,Y,
,24363,  ,856.08,856.08,,090,Y,
,24365,  ,360.57,360.57,,090,Y,
,24366,  ,385.69,385.69,,090,Y,
,24400,  ,464.83,464.83,,090,Y,
,24410,  ,595.32,595.32,,090,Y,
,24420,  ,560.64,560.64,,090,Y,
,24430,  ,599.54,599.54,,090,Y,
,24435,  ,608.66,608.66,,090,Y,
,24470,  ,361.24,361.24,,090,Y,
,24495,  ,371.91,371.91,,090,N,
,24498,  ,493.28,493.28,,090,Y,
,24500,  ,190.07,172.95,,090,N,
,24505,  ,272.76,249.87,,090,N,
,24515,  ,495.95,495.95,,090,Y,
,24516,  ,489.73,489.73,,090,Y,
