productid	productndc	producttypename	proprietaryname	proprietarynamesuffix	nonproprietaryname	dosageformname	routename	startmarketingdate	endmarketingdate	marketingcategoryname	applicationnumber	labelername	substancename	active_numerator_strength	active_ingred_unit	pharm_classes	deaschedule	ndcpackagecode	packagedescription	fmtPackageCode
43695-0005_4601c733-7276-46b1-894f-eb8f6062c9d5	43695-0005	HUMAN OTC DRUG	Zeta Clear		Antimonium Crudum, Arsenicum Album, Mancinella, Nitricum Acidum, Sulphur, Thuja Occidentalis	LIQUID	ORAL	20130425	NA	UNAPPROVED HOMEOPATHIC		Pacific Naturals	ANTIMONY TRISULFIDE; ARSENIC TRIOXIDE; HIPPOMANE MANCINELLA FRUITING LEAFY TWIG; NITRIC ACID; SULFUR; THUJA OCCIDENTALIS LEAF	200; 200; 30; 30; 12; 200	[hp_C]/mL; [hp_C]/mL; [hp_C]/mL; [hp_C]/mL; [hp_X]/mL; [hp_C]/mL			43695-0005-1	30 mL in 1 BOTTLE, SPRAY (43695-0005-1) 	5-4-1 format
44099-001_5697b8cf-7d03-4f97-b7f6-b3bd926f20f9	44099-001	HUMAN OTC DRUG	skin MD Natural		octinoxate, octisalate, homosalate	LOTION	TOPICAL	20080819	NA	OTC MONOGRAPH NOT FINAL	part352	21st Century Formulations	HOMOSALATE; OCTINOXATE; OCTISALATE	3; 7; 5	mg/100mL; mg/100mL; mg/100mL			44099-001-01	117 mL in 1 BOTTLE (44099-001-01) 	5-3-2 format
45802-888_63b120ca-6b27-464a-a018-c28a38cf25fd	45802-888	HUMAN OTC DRUG	omeprazole		Omeprazole	TABLET, DELAYED RELEASE	ORAL	20080225	NA	NDA	NDA022032	Perrigo New York Inc	OMEPRAZOLE	20	mg/1			45802-888-55	3 CARTON in 1 CARTON (45802-888-55)  > 1 BLISTER PACK in 1 CARTON > 14 TABLET, DELAYED RELEASE in 1 BLISTER PACK	5-3-2 format
46123-009_8b4765ea-a56d-40ac-9ae8-0a2909299a30	46123-009	HUMAN PRESCRIPTION DRUG	Air		Air	GAS	RESPIRATORY (INHALATION)	19670101	NA	UNAPPROVED MEDICAL GAS		Roberts Oxygen Company, Inc.	OXYGEN	210	mL/L			46123-009-01	708 L in 1 CYLINDER (46123-009-01) 	5-3-2 format
47335-573_e3939379-2a2e-415f-8248-1cc18e2ab572	47335-573	HUMAN PRESCRIPTION DRUG	Levetiracetam		Levetiracetam	TABLET, FILM COATED, EXTENDED RELEASE	ORAL	20130909	NA	ANDA	ANDA203059	Sun Pharma Global FZE	LEVETIRACETAM	500	mg/1	Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]		47335-573-86	60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (47335-573-86) 	5-3-2 format
48883-007_7f1be800-2f65-44ac-b6fa-df6904a1b0ec	48883-007	HUMAN PRESCRIPTION DRUG	Helium Oxygen Mix		Helium Oxygen Mix	GAS	RESPIRATORY (INHALATION)	20090415	NA	UNAPPROVED MEDICAL GAS		Encompass Medical & Specialty Gases Ltd	HELIUM; OXYGEN	500; 500	mL/L; mL/L			48883-007-09	5904 L in 1 CYLINDER (48883-007-09) 	5-3-2 format
49035-007_bce2393f-be45-42ed-9399-896359fa9a30	49035-007	HUMAN OTC DRUG	Isopropyl Alcohol		Isopropyl Alcohol	LIQUID	TOPICAL	20090522	NA	OTC MONOGRAPH FINAL	part333	Wal-Mart Stores Inc	ISOPROPYL ALCOHOL	70	mL/100mL			49035-007-16	473 mL in 1 BOTTLE, PLASTIC (49035-007-16) 	5-3-2 format
49035-939_1762a831-66e8-4f8e-af4b-87c66f55c71a	49035-939	HUMAN OTC DRUG	EQUATE LUBRICANT EYE DROPS		POLYETHYLENE GLYCOL 400, PROPYLENE GLYCOL	SOLUTION	OPHTHALMIC	20120401	NA	OTC MONOGRAPH FINAL	part349	WAL-MART STORES INC	POLYETHYLENE GLYCOL 400; PROPYLENE GLYCOL	.4; .3	mL/mL; mL/mL			49035-939-15	2 BOTTLE in 1 CARTON (49035-939-15)  > 15 mL in 1 BOTTLE	5-3-2 format
49230-645_6ca9dd47-08f8-11e3-8ffd-0800200c9a66	49230-645	HUMAN PRESCRIPTION DRUG	Velphoro		sucroferric oxyhydroxide	TABLET, CHEWABLE	ORAL	20131127	NA	NDA	NDA205109	Fresenius Medical Care North America	FERRIC OXYHYDROXIDE	500	mg/1			49230-645-51	1 BOTTLE in 1 CARTON (49230-645-51)  > 90 TABLET, CHEWABLE in 1 BOTTLE	5-3-2 format
49281-400_b05dd7b1-9e48-478c-a78f-5574f914c39b	49281-400	VACCINE	Adacel	TDaP	CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED), CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED), BORDETELLA PERTUSSIS PERTACTIN ANTIGEN, and BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN	INJECTION, SUSPENSION	INTRAMUSCULAR	20050610	NA	BLA	BLA125111	Sanofi Pasteur Inc.	BORDETELLA PERTUSSIS FILAMENTOUS HEMAGGLUTININ ANTIGEN (FORMALDEHYDE INACTIVATED); BORDETELLA PERTUSSIS FIMBRIAE 2/3 ANTIGEN; BORDETELLA PERTUSSIS PERTACTIN ANTIGEN; BORDETELLA PERTUSSIS TOXOID ANTIGEN (GLUTARALDEHYDE INACTIVATED); CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED); CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)	5; 5; 3; 2.5; 5; 2	ug/.5mL; ug/.5mL; ug/.5mL; ug/.5mL; [Lf]/.5mL; [Lf]/.5mL	Inactivated Clostridium Tetani Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Tetanus Toxoid [Chemical/Ingredient],Inactivated Corynebacterium Diphtheriae Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Diphtheria Toxoid [Chemical/Ingredient],Inactivated Bordetella Pertussis Vaccine [EPC],Actively Acquired Immunity [PE],Pertussis Vaccine [Chemical/Ingredient],Vaccines, Inactivated [Chemical/Ingredient],Inactivated Bordetella Pertussis Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pertussis Vaccine [Chemical/Ingredient],Inactivated Bordetella Pertussis Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pertussis Vaccine [Chemical/Ingredient]		49281-400-05	5 VIAL in 1 PACKAGE (49281-400-05)  > .5 mL in 1 VIAL (49281-400-58) 	5-3-2 format
49288-0083_13c9eea1-38b5-472b-b735-a814ca886718	49288-0083	HUMAN PRESCRIPTION DRUG	Eastern Cottonwood		Eastern Cottonwood	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	POPULUS DELTOIDES POLLEN	.05	g/mL	Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient]		49288-0083-1	2 mL in 1 VIAL, MULTI-DOSE (49288-0083-1) 	5-4-1 format
49288-0278_272c9910-2160-4d41-afbd-faab3055ba1d	49288-0278	HUMAN PRESCRIPTION DRUG	Johnson Grass Smut		Johnson Grass Smut	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19920413	NA	BLA	BLA102223	Antigen Laboratories, Inc.	SPORISORIUM CRUENTUM	.1	g/mL	Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient]		49288-0278-2	5 mL in 1 VIAL, MULTI-DOSE (49288-0278-2) 	5-4-1 format
49288-0305_1d11d7ba-8b48-401c-a02e-42b54abb4296	49288-0305	HUMAN PRESCRIPTION DRUG	Mushroom		Mushroom	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	CULTIVATED MUSHROOM	.05	g/mL	Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fungal Proteins [Chemical/Ingredient]		49288-0305-2	5 mL in 1 VIAL, MULTI-DOSE (49288-0305-2) 	5-4-1 format
49288-0307_13c9eea1-38b5-472b-b735-a814ca886718	49288-0307	HUMAN PRESCRIPTION DRUG	Coastal Maple		Coastal Maple	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	ACER MACROPHYLLUM POLLEN	.05	g/mL	Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE]		49288-0307-2	5 mL in 1 VIAL, MULTI-DOSE (49288-0307-2) 	5-4-1 format
49288-0412_13c9eea1-38b5-472b-b735-a814ca886718	49288-0412	HUMAN PRESCRIPTION DRUG	Australian Pine		Australian Pine	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19920413	NA	BLA	BLA102223	Antigen Laboratories, Inc.	CASUARINA EQUISETIFOLIA POLLEN	.1	g/mL	Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient]		49288-0412-4	30 mL in 1 VIAL, MULTI-DOSE (49288-0412-4) 	5-4-1 format
49288-0463_272c9910-2160-4d41-afbd-faab3055ba1d	49288-0463	HUMAN PRESCRIPTION DRUG	Scopulariopsis		Scopulariopsis	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	MICROASCUS BREVICAULIS	.05	g/mL	Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient]		49288-0463-3	10 mL in 1 VIAL, MULTI-DOSE (49288-0463-3) 	5-4-1 format
49288-0565_1d11d7ba-8b48-401c-a02e-42b54abb4296	49288-0565	HUMAN PRESCRIPTION DRUG	Tomato		Tomato	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	TOMATO	.05	g/mL	Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Vegetable Proteins [Chemical/Ingredient]		49288-0565-1	2 mL in 1 VIAL, MULTI-DOSE (49288-0565-1) 	5-4-1 format
49288-0569_28463a0e-70af-4169-b592-df65f4f13a5f	49288-0569	NON-STANDARDIZED ALLERGENIC	Tuna		Tuna	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19740323	NA	BLA	BLA102223	Antigen Laboratories, Inc.	TUNA	.05	g/mL	Non-Standardized Food Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Allergens [Chemical/Ingredient],Dietary Proteins [Chemical/Ingredient],Fish Proteins, Dietary [Chemical/Ingredient]		49288-0569-3	10 mL in 1 VIAL, MULTI-DOSE (49288-0569-3) 	5-4-1 format
49288-0615_8b59a012-60d1-4fa4-9ee7-fe89524760a2	49288-0615	HUMAN PRESCRIPTION DRUG	Washington/Oregon Inland Weed Mixture		Washington/Oregon Inland Weed Mixture	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19960711	NA	BLA	BLA102223	Antigen Laboratories, Inc.	AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ACANTHICARPA POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; ARTEMISIA TRIDENTATA POLLEN; ARTEMISIA VULGARIS POLLEN; ATRIPLEX CANESCENS POLLEN; CHENOPODIUM ALBUM POLLEN; IVA XANTHIFOLIA POLLEN; SALSOLA KALI POLLEN	.0045; .0045; .0045; .0045; .0045; .0045; .0045; .0045; .0045; .0045; .0045	g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL	Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient]		49288-0615-4	30 mL in 1 VIAL, MULTI-DOSE (49288-0615-4) 	5-4-1 format
49288-0676_89f9e682-acd9-4cc7-982d-c32f69b33b07	49288-0676	HUMAN PRESCRIPTION DRUG	Treatment Set TS129085		Treatment Set TS129085	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19861031	NA	BLA	BLA102223	Antigen Laboratories, Inc.	ACER RUBRUM POLLEN; ALTERNARIA ALTERNATA; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; CARYA ALBA POLLEN; CLADOSPORIUM CLADOSPORIOIDES; CYNODON DACTYLON POLLEN; DERMATOPHAGOIDES FARINAE; DERMATOPHAGOIDES PTERONYSSINUS; MORUS RUBRA POLLEN; MUCOR RACEMOSUS; PLANTAGO LANCEOLATA POLLEN; PLATANUS OCCIDENTALIS POLLEN; PLEOSPORA HERBARUM; POA PRATENSIS POLLEN; QUERCUS ALBA POLLEN; RUMEX ACETOSELLA POLLEN; SALSOLA KALI POLLEN; SORGHUM HALEPENSE POLLEN; ULMUS AMERICANA POLLEN; URTICA DIOICA POLLEN	.0004; .0004; .0004; 800; .002; .002; 80; 120; 120; .002; .002; .0004; .0004; .002; 32; .0004; .0004; .0004; .00008; .0004; .002	g/mL; g/mL; g/mL; [AU]/mL; g/mL; g/mL; [BAU]/mL; [AU]/mL; [AU]/mL; g/mL; g/mL; g/mL; g/mL; g/mL; [BAU]/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL	Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Increased Histamine Release [PE],Allergens [Chemical/Ingredient],Standardized Insect Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Antigens, Dermatophagoides [Chemical/Ingredient],Insect Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Insect Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE]		49288-0676-3	10 mL in 1 VIAL, MULTI-DOSE (49288-0676-3) 	5-4-1 format
49288-0749_b29faef0-2249-45b7-974b-212faa8c91d8	49288-0749	HUMAN PRESCRIPTION DRUG	Treatment Set TS331258		Treatment Set TS331258	INJECTION, SOLUTION	INTRADERMAL; SUBCUTANEOUS	19861031	NA	BLA	BLA102223	Antigen Laboratories, Inc.	ACER NEGUNDO POLLEN; AMARANTHUS RETROFLEXUS POLLEN; AMBROSIA ARTEMISIIFOLIA POLLEN; AMBROSIA PSILOSTACHYA POLLEN; AMBROSIA TRIFIDA POLLEN; BETULA NIGRA POLLEN; CARYA ALBA POLLEN; CARYA ILLINOINENSIS POLLEN; CHENOPODIUM ALBUM POLLEN; CYNODON DACTYLON POLLEN; FRAXINUS AMERICANA POLLEN; IVA ANNUA VAR. ANNUA POLLEN; JUNIPERUS VIRGINIANA POLLEN; KOCHIA SCOPARIA POLLEN; PLANTAGO LANCEOLATA POLLEN; POA PRATENSIS POLLEN; POPULUS DELTOIDES POLLEN; QUERCUS ALBA POLLEN; RUMEX ACETOSELLA POLLEN; SALSOLA KALI POLLEN; SORGHUM HALEPENSE POLLEN; ULMUS AMERICANA POLLEN	.002; .0004; .0000267; .0000267; .0000267; .00008; .00004; .00004; .00008; 16; .00008; .002; .00008; .00008; .00008; 160; .00008; .00008; .002; .002; .00008; .00008	g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL; [BAU]/mL; g/mL; g/mL; g/mL; g/mL; g/mL; [BAU]/mL; g/mL; g/mL; g/mL; g/mL; g/mL; g/mL	Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Pollen [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Pollen Allergenic Extract [EPC]		49288-0749-3	10 mL in 1 VIAL, MULTI-DOSE (49288-0749-3) 	5-4-1 format
49349-290_0daad865-c14b-487d-a96d-8ff9ec0fbd4d	49349-290	HUMAN PRESCRIPTION DRUG	Levothyroxine Sodium		Levothyroxine Sodium	TABLET	ORAL	20110714	NA	NDA	NDA021342	REMEDYREPACK INC.	LEVOTHYROXINE SODIUM	.137	mg/1	l-Thyroxine [EPC],Thyroxine [Chemical/Ingredient]		49349-290-02	30 TABLET in 1 BLISTER PACK (49349-290-02) 	5-3-2 format
49520-104_75ca949f-d649-4a76-8543-58c5e94daa0a	49520-104	HUMAN OTC DRUG	TAKE CONTROL CALMING	CLEANSER	SALICYLIC ACID	GEL	TOPICAL	20120927	NA	OTC MONOGRAPH FINAL	part333D	mybody	SALICYLIC ACID	2	g/100mL			49520-104-33	10 mL in 1 TUBE (49520-104-33) 	5-3-2 format
49702-209_92b166bd-8d9c-403f-a60f-31ecf7e653dc	49702-209	HUMAN PRESCRIPTION DRUG	RESCRIPTOR		delavirdine mesylate	TABLET	ORAL	20101013	NA	NDA	NDA020705	ViiV Healthcare Company	DELAVIRDINE MESYLATE	100	mg/1	Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor [EPC],Non-Nucleoside Analog [Chemical/Ingredient],Non-Nucleoside Reverse Transcriptase Inhibitors [MoA]		49702-209-24	360 TABLET in 1 BOTTLE (49702-209-24) 	5-3-2 format
49738-046_04e0f6fc-40e0-40ca-be30-2abadff07445	49738-046	HUMAN OTC DRUG	Smart Sense Pain Relief	Extra Strength	Acetaminophen	TABLET, COATED	ORAL	20090805	NA	OTC MONOGRAPH NOT FINAL	part343	Kmart Corporation	ACETAMINOPHEN	500	mg/1			49738-046-78	1 BOTTLE in 1 CARTON (49738-046-78)  > 100 TABLET, COATED in 1 BOTTLE	5-3-2 format
